w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Llr1_uH
17.6,8.2,4.6,21.2,9.2,38.8,0.0,0.51,14.0,33.0,0.07,0.01,2.0,35.0,0.175,0.05,0.1,0.26,0.9,1.4,3.1,4.8,7.0,17.0,1.5,2.9,5.0,3.6,0.59,2.1,0.314984731533353
36.8,1.0,2.2,20.0,8.0,37.6,0.0,0.51,14.0,35.0,0.14,0.02,2.0,13.0,0.07,0.03,0.1,0.4,1.0,2.7,3.5,3.8,25.0,29.0,4.2,1.6,0.3,1.4,0.6,1.7,0.545948126775009
24.8,2.2,3.4,8.0,17.6,49.6,0.0,0.51,14.0,16.0,0.07,0.04,2.0,24.0,0.105,0.01,0.1,0.39,2.2,0.8,3.7,2.2,25.0,30.0,2.2,3.4,1.7,3.1,0.29,1.7,0.461103299695999
18.8,8.2,4.6,23.6,8.0,19.6,0.0,0.51,14.0,9.0,0.14,0.03,2.0,17.0,0.105,0.05,0.1,0.38,0.5,1.2,2.6,3.9,5.0,9.0,3.5,4.7,1.2,4.7,0.3,1.7,0.386837194209853
9.2,8.2,9.4,6.8,12.8,20.8,0.0,0.51,14.0,25.0,0.175,0.08,2.0,19.0,0.105,0.06,0.1,0.25,0.9,3.2,4.2,3.7,11.0,19.0,1.9,2.6,1.8,5.0,0.33,1.3,0.35133979226048
6.8,8.2,13.0,3.2,12.8,32.8,0.0,0.51,14.0,23.0,0.07,0.06,2.0,28.0,0.175,0.04,0.1,0.26,0.6,2.9,4.8,3.8,10.0,1.0,4.9,1.3,2.9,2.7,0.36,2.2,0.288238787841225
38.0,3.4,2.2,6.8,6.8,50.8,0.0,0.51,14.0,18.0,0.105,0.08,2.0,14.0,0.105,0.07,0.1,0.39,0.8,1.6,3.4,2.2,21.0,2.0,1.5,4.2,4.8,2.7,0.69,1.8,0.353736028688792
24.8,4.6,3.4,4.4,3.2,41.2,0.0,0.5,14.0,23.0,0.175,0.1,2.0,6.0,0.14,0.02,0.1,0.24,0.4,2.9,1.8,4.6,1.0,28.0,0.9,4.2,0.9,3.8,0.22,1.1,0.349386276473109
8.0,4.6,10.6,6.8,11.6,8.8,0.0,0.51,14.0,29.0,0.105,0.09,2.0,30.0,0.035,0.01,0.1,0.36,1.4,3.0,4.8,4.1,4.0,25.0,3.2,3.6,0.3,0.7,0.48,2.7,0.300862044935838
17.6,2.2,4.6,26.0,18.8,29.2,0.0,0.51,14.0,15.0,0.105,0.04,2.0,26.0,0.14,0.1,0.1,0.41,1.9,1.2,4.3,4.7,30.0,25.0,4.7,3.0,4.4,3.3,0.48,1.5,0.489357565528486
38.0,10.6,2.2,8.0,11.6,11.2,0.0,0.5,14.0,20.0,0.175,0.07,2.0,11.0,0.14,0.09,0.1,0.31,1.5,0.7,4.0,3.2,30.0,19.0,3.9,4.9,4.4,3.7,0.52,1.7,0.442360450115479
38.0,11.8,2.2,14.0,11.6,24.4,0.0,0.51,14.0,29.0,0.07,0.01,2.0,26.0,0.07,0.01,0.1,0.26,1.2,2.5,4.7,3.0,23.0,18.0,3.1,2.6,1.1,3.0,0.93,1.7,0.493615324709153
38.0,11.8,2.2,14.0,11.6,24.4,0.0,0.51,14.0,29.0,0.07,0.01,2.0,26.0,0.07,0.01,0.1,0.26,1.2,2.5,4.7,3.0,23.0,18.0,3.1,2.6,1.1,3.0,0.93,1.7,0.493615324709153
38.0,11.8,2.2,14.0,11.6,24.4,0.0,0.51,14.0,29.0,0.07,0.01,2.0,26.0,0.07,0.01,0.1,0.26,1.2,2.5,4.7,3.0,23.0,18.0,3.1,2.6,1.1,3.0,0.93,1.7,0.493615324709153
10.4,13.0,8.2,24.8,24.8,35.2,0.0,0.51,14.0,27.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.35,2.8,1.5,4.1,4.4,29.0,0.0,1.0,4.4,4.3,0.1,1.03,3.8,0.3867701140190819
10.4,13.0,8.2,24.8,24.8,35.2,0.0,0.51,14.0,27.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.35,2.8,1.5,4.1,4.4,29.0,0.0,1.0,4.4,4.3,0.1,1.03,3.8,0.3867701140190819
10.4,13.0,8.2,24.8,24.8,35.2,0.0,0.51,14.0,27.0,0.105,0.02,2.0,19.0,0.035,0.03,0.1,0.35,2.8,1.5,4.1,4.4,29.0,0.0,1.0,4.4,4.3,0.1,1.03,3.8,0.3867701140190819
10.4,10.6,8.2,24.8,3.2,14.8,0.0,0.51,14.0,23.0,0.175,0.02,2.0,24.0,0.105,0.03,0.1,0.46,0.4,2.6,2.0,1.3,13.0,24.0,1.1,4.3,2.3,5.0,0.25,1.0,0.626418269641836
9.2,9.4,9.4,12.8,8.0,48.4,0.0,0.5,14.0,34.0,0.175,0.02,2.0,13.0,0.14,0.08,0.1,0.21,1.0,2.1,3.2,3.5,1.0,12.0,2.2,5.0,3.0,2.6,0.69,2.6,0.2777296886795189
26.0,4.6,3.4,21.2,14.0,43.6,0.0,0.51,14.0,15.0,0.07,0.03,2.0,33.0,0.07,0.01,0.1,0.24,1.2,1.5,4.6,3.8,14.0,16.0,2.5,0.1,3.4,4.1,0.4,2.9,0.3331950780162679
24.8,4.6,3.4,16.4,4.4,52.0,0.0,0.51,14.0,19.0,0.175,0.07,2.0,16.0,0.175,0.02,0.1,0.33,0.4,0.4,2.8,1.9,18.0,21.0,0.2,0.4,3.0,4.8,0.28,1.2,0.435780316774485
18.8,4.6,4.6,15.2,12.8,30.4,0.0,0.51,14.0,35.0,0.14,0.01,2.0,20.0,0.07,0.03,0.1,0.29,1.5,4.5,2.7,3.6,9.0,5.0,1.0,1.8,2.9,3.6,0.69,2.1,0.5645504246398769
18.8,4.6,4.6,15.2,12.8,30.4,0.0,0.51,14.0,35.0,0.14,0.01,2.0,20.0,0.07,0.03,0.1,0.29,1.5,4.5,2.7,3.6,9.0,5.0,1.0,1.8,2.9,3.6,0.69,2.1,0.5645504246398769
18.8,4.6,4.6,15.2,12.8,30.4,0.0,0.51,14.0,35.0,0.14,0.01,2.0,20.0,0.07,0.03,0.1,0.29,1.5,4.5,2.7,3.6,9.0,5.0,1.0,1.8,2.9,3.6,0.69,2.1,0.5645504246398769
39.2,8.2,2.2,9.2,5.6,5.2,0.0,0.5,14.0,19.0,0.14,0.06,2.0,32.0,0.14,0.03,0.1,0.17,0.6,2.6,3.9,3.8,15.0,4.0,2.2,1.8,4.3,3.1,0.16,1.2,0.527959570329362
39.2,8.2,2.2,9.2,5.6,5.2,0.0,0.5,14.0,19.0,0.14,0.06,2.0,32.0,0.14,0.03,0.1,0.17,0.6,2.6,3.9,3.8,15.0,4.0,2.2,1.8,4.3,3.1,0.16,1.2,0.527959570329362
39.2,8.2,2.2,9.2,5.6,5.2,0.0,0.5,14.0,19.0,0.14,0.06,2.0,32.0,0.14,0.03,0.1,0.17,0.6,2.6,3.9,3.8,15.0,4.0,2.2,1.8,4.3,3.1,0.16,1.2,0.527959570329362
9.2,13.0,9.4,24.8,5.6,53.2,0.0,0.51,14.0,5.0,0.14,0.01,2.0,35.0,0.175,0.05,0.1,0.28,0.5,0.2,2.3,2.5,19.0,13.0,0.3,0.3,0.9,0.7,0.12,1.3,0.507306058002449
11.6,7.0,7.0,26.0,12.8,49.6,0.0,0.51,14.0,33.0,0.14,0.1,2.0,19.0,0.14,0.03,0.1,0.22,1.7,1.3,4.8,4.1,12.0,11.0,0.8,3.8,4.3,2.5,0.29,1.3,0.465443467939399
18.8,9.4,4.6,8.0,24.8,48.4,0.0,0.51,14.0,13.0,0.105,0.01,2.0,15.0,0.105,0.02,0.1,0.27,1.9,1.0,4.7,3.6,8.0,30.0,4.9,3.4,0.7,4.3,0.57,2.9,0.296443782362896
38.0,7.0,2.2,8.0,21.2,17.2,0.0,0.5,14.0,20.0,0.14,0.06,2.0,31.0,0.07,0.02,0.1,0.26,0.9,2.1,3.9,4.9,9.0,6.0,1.0,2.8,0.2,2.0,0.74,3.8,0.26994200345171
39.2,2.2,2.2,4.4,16.4,19.6,0.0,0.51,14.0,14.0,0.175,0.08,2.0,22.0,0.175,0.06,0.1,0.43,2.2,1.3,5.0,3.8,5.0,18.0,1.7,0.7,1.2,1.0,0.14,3.1,0.41853367313663
18.8,9.4,4.6,26.0,26.0,38.8,0.0,0.51,14.0,32.0,0.14,0.02,2.0,26.0,0.105,0.07,0.1,0.35,2.6,4.0,4.8,4.8,20.0,10.0,4.6,0.4,0.3,3.0,0.45,4.2,0.5662139897188859
24.8,4.6,3.4,10.4,14.0,52.0,0.0,0.51,14.0,23.0,0.175,0.09,2.0,19.0,0.105,0.04,0.1,0.26,1.2,2.1,2.9,3.1,20.0,14.0,4.5,1.4,2.1,4.3,0.16,1.4,0.46250021709943
36.8,5.8,2.2,22.4,24.8,47.2,0.0,0.5,14.0,9.0,0.14,0.09,2.0,25.0,0.105,0.03,0.1,0.17,1.6,0.9,4.1,4.8,15.0,3.0,0.5,1.4,2.4,3.0,0.44,3.5,0.381024356541985
18.8,13.0,4.6,9.2,23.6,19.6,0.0,0.5,14.0,33.0,0.175,0.03,2.0,14.0,0.035,0.02,0.1,0.25,1.8,2.8,5.0,3.3,30.0,18.0,0.6,1.2,4.4,4.7,0.62,3.2,0.369905930543236
40.4,4.6,2.2,6.8,15.2,43.6,0.0,0.51,14.0,15.0,0.175,0.08,2.0,30.0,0.14,0.09,0.1,0.39,0.6,2.0,5.0,2.8,16.0,5.0,4.4,2.2,4.6,3.1,0.36,2.5,0.496694467204503
9.2,7.0,9.4,14.0,23.6,36.4,0.0,0.51,14.0,32.0,0.175,0.04,2.0,17.0,0.14,0.04,0.1,0.11,2.8,2.1,4.1,4.3,2.0,9.0,0.6,5.0,2.9,1.0,0.29,3.2,0.395681202841539
15.2,4.6,5.8,17.6,21.2,25.6,0.0,0.51,14.0,34.0,0.105,0.01,2.0,23.0,0.14,0.04,0.1,0.34,2.9,3.1,4.0,4.4,30.0,10.0,0.4,2.5,2.0,4.0,0.12,3.5,0.560106067074945
9.2,4.6,9.4,14.0,6.8,35.2,0.0,0.51,14.0,27.0,0.175,0.05,2.0,31.0,0.14,0.03,0.1,0.28,0.5,0.4,3.0,2.4,3.0,1.0,2.8,3.3,2.4,0.2,0.22,2.3,0.285412963711296
9.2,4.6,9.4,14.0,6.8,35.2,0.0,0.51,14.0,27.0,0.175,0.05,2.0,31.0,0.14,0.03,0.1,0.28,0.5,0.4,3.0,2.4,3.0,1.0,2.8,3.3,2.4,0.2,0.22,2.3,0.285412963711296
9.2,4.6,9.4,14.0,6.8,35.2,0.0,0.51,14.0,27.0,0.175,0.05,2.0,31.0,0.14,0.03,0.1,0.28,0.5,0.4,3.0,2.4,3.0,1.0,2.8,3.3,2.4,0.2,0.22,2.3,0.285412963711296
15.2,7.0,5.8,5.6,15.2,13.6,0.0,0.51,14.0,19.0,0.07,0.03,2.0,31.0,0.105,0.07,0.1,0.33,1.3,2.0,5.0,4.3,30.0,21.0,3.3,3.0,4.2,1.3,0.84,2.5,0.263725202034816
15.2,10.6,5.8,22.4,9.2,12.4,0.0,0.51,14.0,23.0,0.14,0.02,2.0,6.0,0.105,0.01,0.1,0.15,0.8,0.5,1.6,1.9,5.0,11.0,0.4,1.9,2.9,1.0,0.45,1.4,0.3511371459112
10.4,1.0,8.2,3.2,16.4,17.2,0.0,0.51,14.0,29.0,0.105,0.1,2.0,17.0,0.105,0.09,0.1,0.16,1.1,2.3,4.2,3.6,9.0,28.0,2.3,4.6,3.4,1.7,0.55,2.1,0.234108614706266
39.2,9.4,2.2,11.6,9.2,13.6,0.0,0.51,14.0,26.0,0.175,0.01,2.0,14.0,0.105,0.09,0.1,0.24,1.1,3.1,3.4,3.6,22.0,13.0,4.6,0.3,4.2,3.7,0.85,3.0,0.369668033054128
39.2,9.4,2.2,11.6,9.2,13.6,0.0,0.51,14.0,26.0,0.175,0.01,2.0,14.0,0.105,0.09,0.1,0.24,1.1,3.1,3.4,3.6,22.0,13.0,4.6,0.3,4.2,3.7,0.85,3.0,0.369668033054128
39.2,9.4,2.2,11.6,9.2,13.6,0.0,0.51,14.0,26.0,0.175,0.01,2.0,14.0,0.105,0.09,0.1,0.24,1.1,3.1,3.4,3.6,22.0,13.0,4.6,0.3,4.2,3.7,0.85,3.0,0.369668033054128
15.2,13.0,5.8,14.0,9.2,4.0,0.0,0.51,14.0,27.0,0.175,0.09,2.0,12.0,0.105,0.03,0.1,0.47,0.9,2.3,4.2,4.0,22.0,13.0,2.2,1.3,2.1,0.6,0.48,1.9,0.371995194333818
10.4,13.0,8.2,14.0,12.8,38.8,0.0,0.5,14.0,12.0,0.175,0.06,2.0,26.0,0.105,0.05,0.1,0.13,1.5,1.3,2.9,4.7,22.0,7.0,2.6,4.0,4.6,0.3,0.87,1.4,0.371741525912741
39.2,2.2,2.2,5.6,10.4,50.8,0.0,0.51,14.0,28.0,0.105,0.08,2.0,13.0,0.14,0.09,0.1,0.31,1.2,2.5,3.4,2.4,18.0,15.0,0.5,4.2,1.1,4.4,0.16,1.7,0.451057278345278
9.2,1.0,9.4,6.8,20.0,29.2,0.0,0.5,14.0,31.0,0.07,0.05,2.0,10.0,0.07,0.07,0.1,0.25,2.1,2.5,4.3,3.9,15.0,22.0,0.7,4.7,3.4,3.8,0.6,2.5,0.343384367357056
24.8,8.2,3.4,24.8,18.8,11.2,0.0,0.5,14.0,13.0,0.175,0.02,2.0,31.0,0.07,0.06,0.1,0.41,1.3,0.9,4.4,3.8,27.0,10.0,0.6,1.3,3.2,4.2,0.35,3.1,0.37513030819868
17.6,1.0,4.6,10.4,9.2,41.2,0.0,0.5,14.0,30.0,0.175,0.09,2.0,27.0,0.105,0.07,0.1,0.27,0.7,1.4,4.1,4.7,21.0,14.0,1.8,2.6,1.8,0.4,0.67,1.4,0.3164785914321399
20.0,9.4,4.6,14.0,24.8,25.6,0.0,0.5,14.0,19.0,0.14,0.02,2.0,15.0,0.14,0.08,0.1,0.28,2.2,1.8,4.9,4.9,18.0,19.0,1.9,0.2,0.1,2.2,0.79,3.2,0.3647952433744479
20.0,9.4,4.6,14.0,24.8,25.6,0.0,0.5,14.0,19.0,0.14,0.02,2.0,15.0,0.14,0.08,0.1,0.28,2.2,1.8,4.9,4.9,18.0,19.0,1.9,0.2,0.1,2.2,0.79,3.2,0.3647952433744479
20.0,9.4,4.6,14.0,24.8,25.6,0.0,0.5,14.0,19.0,0.14,0.02,2.0,15.0,0.14,0.08,0.1,0.28,2.2,1.8,4.9,4.9,18.0,19.0,1.9,0.2,0.1,2.2,0.79,3.2,0.3647952433744479
26.0,3.4,3.4,10.4,9.2,12.4,0.0,0.5,14.0,16.0,0.175,0.04,2.0,24.0,0.175,0.06,0.1,0.49,0.9,2.0,3.9,4.1,15.0,6.0,4.5,1.4,2.0,1.9,0.16,3.7,0.302733091218533
12.8,9.4,7.0,4.4,17.6,6.4,0.0,0.5,14.0,34.0,0.14,0.02,2.0,23.0,0.175,0.09,0.1,0.18,2.0,2.1,4.7,4.3,29.0,18.0,2.4,1.5,4.4,1.9,0.5,4.0,0.257922401495078
20.0,8.2,4.6,20.0,17.6,8.8,0.0,0.5,14.0,34.0,0.175,0.1,2.0,8.0,0.14,0.02,0.1,0.21,2.0,2.8,4.0,3.7,18.0,10.0,2.2,1.9,2.1,2.0,0.22,3.4,0.488077864805858
40.4,11.8,2.2,11.6,24.8,24.4,0.0,0.5,14.0,25.0,0.175,0.1,2.0,17.0,0.175,0.05,0.1,0.48,3.1,0.9,4.8,4.6,15.0,27.0,1.3,4.4,4.8,3.5,0.68,3.8,0.536357120621061
9.2,5.8,9.4,14.0,10.4,5.2,0.0,0.51,14.0,22.0,0.175,0.1,2.0,23.0,0.105,0.06,0.1,0.13,1.1,1.4,4.5,4.7,25.0,13.0,0.1,0.6,1.9,1.0,0.48,2.8,0.236592475770721
39.2,13.0,2.2,5.6,16.4,52.0,0.0,0.5,14.0,34.0,0.175,0.05,2.0,28.0,0.14,0.05,0.1,0.22,1.8,1.8,3.8,4.8,18.0,3.0,0.7,2.1,2.4,4.5,0.48,2.2,0.456710236324465
15.2,8.2,5.8,14.0,26.0,19.6,0.0,0.5,14.0,33.0,0.035,0.03,2.0,25.0,0.105,0.1,0.1,0.47,2.4,1.8,4.9,4.1,29.0,19.0,4.6,1.5,4.6,3.6,1.24,3.2,0.373095504688083
26.0,10.6,3.4,9.2,17.6,53.2,0.0,0.5,14.0,30.0,0.07,0.05,2.0,30.0,0.07,0.02,0.1,0.1,2.1,1.9,3.9,5.0,29.0,16.0,2.6,2.3,1.9,2.6,1.38,1.8,0.482407563720291
40.4,5.8,2.2,4.4,17.6,28.0,0.0,0.5,14.0,35.0,0.14,0.06,2.0,14.0,0.105,0.07,0.1,0.46,1.7,1.8,3.9,3.7,1.0,10.0,4.7,1.0,0.7,2.4,0.7,2.7,0.404826838890585
41.6,8.2,2.2,5.6,3.2,53.2,0.0,0.5,14.0,27.0,0.175,0.03,2.0,24.0,0.035,0.03,0.1,0.43,0.4,0.9,1.3,3.4,28.0,19.0,3.8,0.6,4.2,4.9,0.26,1.2,0.456322074921683
10.4,4.6,8.2,10.4,23.6,36.4,0.0,0.5,14.0,21.0,0.105,0.07,2.0,9.0,0.14,0.08,0.1,0.37,1.6,2.6,4.4,4.1,16.0,25.0,4.9,3.7,0.3,5.0,1.39,4.0,0.259612439766748
26.0,13.0,3.4,11.6,18.8,22.0,0.0,0.51,14.0,31.0,0.14,0.06,2.0,23.0,0.105,0.08,0.1,0.44,1.2,3.4,5.0,2.9,29.0,14.0,1.4,2.7,2.1,2.5,0.43,2.8,0.42315483811871
15.2,8.2,11.8,12.8,12.8,12.4,0.0,0.51,14.0,31.0,0.105,0.09,2.0,26.0,0.175,0.05,0.1,0.41,1.4,1.8,4.6,4.1,16.0,4.0,1.7,3.8,4.6,1.6,0.21,3.5,0.279199108048944
15.2,8.2,5.8,4.4,11.6,17.2,0.0,0.5,14.0,24.0,0.105,0.03,2.0,22.0,0.105,0.08,0.1,0.38,0.9,2.1,3.4,3.4,9.0,9.0,4.9,1.5,4.5,5.0,0.65,2.5,0.244846005552033
42.8,4.6,2.2,22.4,4.4,43.6,0.0,0.5,14.0,35.0,0.175,0.03,2.0,12.0,0.035,0.01,0.1,0.03,0.3,4.2,2.2,4.9,25.0,25.0,2.2,2.4,1.1,2.6,0.23,1.7,0.727903545515274
18.8,5.8,4.6,8.0,8.0,47.2,0.0,0.51,14.0,6.0,0.175,0.1,2.0,22.0,0.175,0.08,0.1,0.21,0.8,0.2,3.7,5.0,28.0,29.0,4.5,3.2,0.6,2.2,0.13,1.7,0.405608631605804
27.2,9.4,3.4,11.6,23.6,43.6,0.0,0.5,14.0,35.0,0.14,0.03,2.0,17.0,0.105,0.03,0.1,0.24,1.0,1.7,5.0,4.9,21.0,16.0,3.3,3.5,1.4,3.5,0.66,4.4,0.245278603187391
23.6,4.6,3.4,21.2,14.0,30.4,0.0,0.51,14.0,34.0,0.14,0.02,2.0,30.0,0.14,0.08,0.1,0.25,0.8,1.0,3.7,3.3,11.0,2.0,2.4,3.5,3.8,3.4,0.28,2.4,0.326892896018886
11.6,7.0,8.2,11.6,6.8,46.0,0.0,0.51,14.0,6.0,0.105,0.07,2.0,15.0,0.105,0.03,0.1,0.17,0.7,0.6,2.4,4.0,17.0,20.0,4.6,0.2,4.7,0.6,0.24,1.6,0.286973710779913
9.2,3.4,9.4,22.4,6.8,19.6,0.0,0.5,14.0,28.0,0.175,0.02,2.0,13.0,0.07,0.06,0.1,0.47,0.6,3.1,2.5,4.0,2.0,13.0,3.9,3.5,3.8,5.0,0.46,1.0,0.53994960875255
9.2,3.4,9.4,22.4,6.8,19.6,0.0,0.5,14.0,28.0,0.175,0.02,2.0,13.0,0.07,0.06,0.1,0.47,0.6,3.1,2.5,4.0,2.0,13.0,3.9,3.5,3.8,5.0,0.46,1.0,0.53994960875255
9.2,3.4,9.4,22.4,6.8,19.6,0.0,0.5,14.0,28.0,0.175,0.02,2.0,13.0,0.07,0.06,0.1,0.47,0.6,3.1,2.5,4.0,2.0,13.0,3.9,3.5,3.8,5.0,0.46,1.0,0.53994960875255
8.0,9.4,11.8,16.4,4.4,46.0,0.0,0.51,14.0,35.0,0.07,0.05,2.0,6.0,0.175,0.1,0.1,0.31,0.5,1.3,2.8,2.7,16.0,17.0,2.8,3.5,4.8,1.2,0.32,1.0,0.351755377870626
10.4,5.8,9.4,5.6,9.2,18.4,0.0,0.51,14.0,35.0,0.035,0.03,2.0,33.0,0.07,0.06,0.1,0.43,0.6,2.1,4.8,1.7,23.0,19.0,1.0,1.1,4.1,1.2,0.19,1.5,0.374556148953261
40.4,9.4,2.2,6.8,8.0,22.0,0.0,0.5,14.0,9.0,0.175,0.02,2.0,20.0,0.07,0.07,0.1,0.4,0.6,1.1,1.7,4.7,10.0,7.0,3.8,3.3,1.4,2.4,0.26,1.5,0.403966749269113
20.0,8.2,4.6,16.4,15.2,43.6,0.0,0.51,14.0,28.0,0.14,0.09,2.0,13.0,0.14,0.08,0.1,0.44,1.9,1.5,2.9,4.5,10.0,3.0,0.4,3.7,2.2,1.5,0.14,2.7,0.429056548140334
41.6,13.0,2.2,20.0,18.8,12.4,0.0,0.51,14.0,27.0,0.07,0.04,2.0,7.0,0.105,0.06,0.1,0.25,2.1,1.3,3.7,3.0,21.0,20.0,4.1,2.7,2.8,3.5,0.78,2.8,0.557726371372484
24.8,4.6,3.4,24.8,22.4,32.8,0.0,0.5,14.0,34.0,0.07,0.05,2.0,28.0,0.105,0.06,0.1,0.4,1.6,1.6,4.6,3.9,10.0,2.0,2.7,4.2,3.5,1.5,0.47,2.4,0.445326670973043
16.4,7.0,5.8,20.0,3.2,22.0,0.0,0.51,14.0,25.0,0.07,0.03,2.0,34.0,0.175,0.05,0.1,0.48,0.3,2.8,1.8,1.4,30.0,17.0,1.1,3.1,1.7,4.1,0.17,1.2,0.605565467850876
16.4,7.0,5.8,20.0,3.2,22.0,0.0,0.51,14.0,25.0,0.07,0.03,2.0,34.0,0.175,0.05,0.1,0.48,0.3,2.8,1.8,1.4,30.0,17.0,1.1,3.1,1.7,4.1,0.17,1.2,0.605565467850876
16.4,7.0,5.8,20.0,3.2,22.0,0.0,0.51,14.0,25.0,0.07,0.03,2.0,34.0,0.175,0.05,0.1,0.48,0.3,2.8,1.8,1.4,30.0,17.0,1.1,3.1,1.7,4.1,0.17,1.2,0.605565467850876
12.8,3.4,7.0,12.8,24.8,44.8,0.0,0.5,14.0,33.0,0.175,0.03,2.0,10.0,0.14,0.06,0.1,0.45,2.6,0.8,4.1,3.9,27.0,5.0,2.9,3.0,3.9,1.8,0.46,3.6,0.339055554157494
20.0,8.2,4.6,15.2,11.6,5.2,0.0,0.51,14.0,28.0,0.175,0.1,2.0,7.0,0.14,0.04,0.1,0.32,0.6,0.4,3.8,4.9,28.0,14.0,4.0,3.1,2.8,2.1,0.14,1.2,0.53569938318957
10.4,1.0,8.2,15.2,12.8,12.4,0.0,0.5,14.0,35.0,0.175,0.1,2.0,12.0,0.175,0.01,0.1,0.45,1.2,0.6,4.0,4.2,12.0,17.0,3.6,0.6,4.0,2.7,0.46,2.7,0.304334533237138
10.4,1.0,8.2,15.2,12.8,12.4,0.0,0.5,14.0,35.0,0.175,0.1,2.0,12.0,0.175,0.01,0.1,0.45,1.2,0.6,4.0,4.2,12.0,17.0,3.6,0.6,4.0,2.7,0.46,2.7,0.304334533237138
10.4,1.0,8.2,15.2,12.8,12.4,0.0,0.5,14.0,35.0,0.175,0.1,2.0,12.0,0.175,0.01,0.1,0.45,1.2,0.6,4.0,4.2,12.0,17.0,3.6,0.6,4.0,2.7,0.46,2.7,0.304334533237138
8.0,2.2,11.8,20.0,5.6,10.0,0.0,0.51,14.0,29.0,0.105,0.06,2.0,14.0,0.105,0.08,0.1,0.37,0.7,3.2,1.8,1.4,12.0,1.0,2.7,1.7,3.5,3.4,0.36,1.1,0.557334444687238
15.2,2.2,5.8,12.8,9.2,6.4,0.0,0.5,14.0,17.0,0.07,0.05,2.0,23.0,0.175,0.01,0.1,0.26,0.7,0.5,4.1,3.1,1.0,16.0,0.6,3.9,3.3,4.9,0.19,2.5,0.290918401832592
40.4,2.2,2.2,22.4,8.0,26.8,0.0,0.51,14.0,28.0,0.175,0.07,2.0,21.0,0.105,0.06,0.1,0.36,0.5,2.3,1.9,3.4,13.0,17.0,2.2,1.2,0.8,0.2,0.28,1.3,0.5685134246462631
8.0,11.8,11.8,8.0,14.0,22.0,0.0,0.5,14.0,32.0,0.105,0.02,2.0,17.0,0.07,0.04,0.1,0.19,1.2,2.3,3.8,2.2,24.0,22.0,3.9,1.8,1.1,1.8,0.53,1.5,0.346438405888355
20.0,8.2,4.6,6.8,10.4,31.6,0.0,0.5,14.0,15.0,0.14,0.04,2.0,17.0,0.105,0.07,0.1,0.25,0.8,1.3,3.8,4.9,22.0,11.0,1.1,0.2,4.8,0.8,0.18,1.2,0.332465601749524
38.0,4.6,5.8,12.8,6.8,11.2,0.0,0.5,14.0,23.0,0.175,0.04,2.0,17.0,0.07,0.04,0.1,0.48,0.7,0.8,4.9,4.3,19.0,16.0,1.6,3.5,4.7,2.0,0.28,1.1,0.594544269143143
41.6,2.2,2.2,14.0,18.8,20.8,0.0,0.51,14.0,35.0,0.175,0.06,2.0,21.0,0.175,0.04,0.1,0.33,0.9,3.1,4.9,1.4,28.0,17.0,0.6,4.8,4.2,4.7,0.36,1.2,0.611315044402759
20.0,8.2,4.6,9.2,8.0,29.2,0.0,0.51,14.0,19.0,0.14,0.04,2.0,18.0,0.175,0.01,0.1,0.5,0.4,0.4,2.5,4.8,27.0,3.0,1.4,1.5,1.9,3.9,0.37,1.1,0.4431066964244229
41.6,8.2,2.2,16.4,21.2,48.4,0.0,0.5,14.0,34.0,0.14,0.08,2.0,12.0,0.07,0.06,0.1,0.34,2.3,3.3,4.9,4.8,12.0,15.0,4.8,4.0,3.8,2.1,0.6,2.0,0.725006715526995
41.6,4.6,2.2,10.4,9.2,5.2,0.0,0.51,14.0,29.0,0.175,0.04,2.0,28.0,0.105,0.06,0.1,0.28,0.6,3.2,2.9,3.5,12.0,26.0,1.2,2.1,1.3,0.9,0.14,2.3,0.447246580694249
41.6,1.0,2.2,6.8,6.8,7.6,0.0,0.5,14.0,33.0,0.14,0.1,2.0,7.0,0.105,0.09,0.1,0.22,0.6,1.6,2.2,5.0,20.0,16.0,2.4,2.3,0.3,4.6,0.54,1.0,0.388604397224291
20.0,8.2,4.6,18.8,14.0,8.8,0.0,0.51,14.0,32.0,0.07,0.06,2.0,31.0,0.105,0.02,0.1,0.26,0.8,2.9,4.8,2.6,29.0,23.0,4.0,1.7,1.3,0.1,0.27,2.1,0.480887823598208
20.0,8.2,4.6,18.8,14.0,8.8,0.0,0.51,14.0,32.0,0.07,0.06,2.0,31.0,0.105,0.02,0.1,0.26,0.8,2.9,4.8,2.6,29.0,23.0,4.0,1.7,1.3,0.1,0.27,2.1,0.480887823598208
20.0,8.2,4.6,18.8,14.0,8.8,0.0,0.51,14.0,32.0,0.07,0.06,2.0,31.0,0.105,0.02,0.1,0.26,0.8,2.9,4.8,2.6,29.0,23.0,4.0,1.7,1.3,0.1,0.27,2.1,0.480887823598208
